index,ninety_percentile,geoid
1492,49.27,19037
1493,62.36,17037
1494,33.38,19081
1495,71.03,38089
1496,51.29,26095
1497,46.53,37139
1498,58.37,47073
1499,69.15,38011
1500,54.91,42057
1501,53.86,48237
1502,60.55,17175
1503,70.27,40055
1504,92.02,48211
1505,34.35,46129
1506,61.2,40033
1507,42.36,29221
1508,54.52,36011
1509,58.05,48417
1510,48.75,48407
1511,59.52,19061
1512,50.48,51075
1513,50.98,39139
1514,66.75,39021
1515,54.08,33019
1516,62.91,17075
1517,59.64,19157
1518,64.29,39169
1519,58.88,13113
1520,65.39,13141
1521,68.6,48259
1522,54.54,36039
1523,50.78,51137
1524,47.2,40089
1525,55.13,13277
1526,65.01,46077
1527,45.75,36043
1528,65.12,38047
1529,48.85,26053
1530,54.91,01095
1531,55.22,47173
1532,52.84,54057
1533,59.15,17053
1534,71.53,38029
1535,53.45,22113
1536,59.61,05121
1537,53.37,22035
1538,53.03,22037
1539,52.07,48481
1540,38.0,02198
1541,38.0,02195
1542,50.72,48153
1543,37.99,02275
1544,52.57,21151
1545,52.49,01053
1546,58.93,13143
1547,59.03,20001
1548,59.05,17041
1549,51.8,51079
1550,48.29,66010
1551,68.54,55137
1552,56.12,05065
1553,53.25,35017
1554,47.07,29131
1555,53.48,37193
1556,60.89,29165
1557,58.21,01083
1558,53.69,31143
1559,60.89,39123
1560,70.76,27107
1561,57.62,19165
1562,62.66,19011
1563,50.62,21159
1564,62.62,27025
1565,53.41,21189
1566,47.37,29051
1567,59.93,42061
1568,48.03,31045
1569,39.59,51141
1570,51.5,26119
1571,50.89,26135
1572,42.26,35007
1573,58.54,17189
1574,58.85,42009
1575,50.26,05127
1576,60.04,20099
1577,53.81,34009
1578,63.28,27089
1579,49.15,51101
1580,48.74,08055
1581,55.01,47023
1582,53.93,17171
1583,73.06,49027
1584,87.83,49029
1585,66.61,04011
1586,49.24,26129
1587,49.15,47087
1588,15.35,17159
1589,61.17,01009
1590,33.42,30051
1591,63.17,48131
1592,46.91,29173
1593,60.01,13061
1594,50.13,41011
1595,6.6,48159
1596,51.95,36113
1597,62.73,40005
1598,54.79,17129
1599,57.27,13015
1600,64.0,40111
1601,72.02,38083
1602,57.75,18049
1603,54.99,55129
1604,52.34,72003
1605,60.92,27169
1606,56.92,28149
1607,46.33,29139
1608,70.36,20021
1609,45.94,37083
1610,58.23,21051
1611,62.92,42035
1612,49.83,55065
1613,52.54,54077
1614,48.29,69100
1615,69.39,55135
1616,57.58,48137
1617,51.56,29153
1618,61.4,48473
1619,52.28,01099
1620,50.75,50009
1621,47.03,51111
1622,76.9,38097
1623,62.57,13283
1624,67.0,13037
1625,52.31,72043
1626,52.33,72055
1627,53.46,42037
1628,60.59,35006
1629,60.51,34005
1630,60.77,13099
1631,68.63,38049
1632,62.7,31179
1633,48.02,38045
1634,71.83,38043
1635,44.25,28101
1636,56.11,37163
1637,55.02,47127
1638,52.31,72019
1639,56.54,05105
1640,31.05,20023
1641,58.76,19185
1642,59.22,48165
1643,50.13,01093
1644,52.82,37189
1645,51.41,51770
1646,81.43,48317
1647,48.12,29127
1648,65.62,19097
1649,74.02,38063
1650,56.86,36019
1651,60.83,29177
1652,44.3,39073
1653,55.5,01085
1654,59.01,13043
1655,46.74,28135
1656,53.6,20005
1657,52.33,72081
1658,51.59,48003
1659,63.99,40133
1660,45.35,60020
1661,48.03,06045
1662,43.55,51550
1663,48.29,69120
1664,52.33,72153
1665,56.2,48169
1666,51.98,54031
1667,52.32,72001
1668,62.35,45059
1669,53.19,56011
1670,57.62,48055
1671,59.05,20029
1672,46.52,01037
1673,60.98,19059
1674,54.99,21095
1675,62.07,20061
1676,52.15,47019
1677,46.89,51037
1678,58.24,47179
1679,57.11,45071
1680,50.59,51093
1681,51.63,41069
1682,112.53,29023
1683,55.76,28125
1684,52.05,51750
1685,46.13,12037
1686,55.18,18139
1687,70.81,55131
1688,52.19,29105
1689,60.8,05031
1690,53.06,29195
1691,48.69,17193
1692,62.83,17039
1693,51.02,12119
1694,76.69,38091
1695,50.72,55007
1696,49.67,47161
1697,51.05,55097
1698,47.27,54101
1699,61.65,48369
1700,51.58,40151
1701,49.78,21063
1702,48.41,29041
1703,102.21,08087
1704,53.58,41045
1705,51.94,20167
1706,13.16,17155
1707,44.31,46055
1708,55.03,47111
1709,61.91,05023
1710,56.05,01109
1711,50.22,16003
1712,68.49,42107
1713,71.56,38103
1714,60.97,37045
1715,50.98,05059
1716,50.51,17169
1717,55.34,13081
1718,55.88,05027
1719,74.09,38039
1720,59.7,19043
1721,55.65,54027
1722,54.47,37125
1723,48.66,20009
1724,70.74,38087
1725,46.35,22083
1726,58.17,31071
1727,60.59,01133
1728,64.01,46061
1729,56.68,27061
1730,95.53,08073
1731,45.88,36053
1732,52.62,36115
1733,61.28,18081
1734,50.78,48445
1735,57.48,35021
1736,50.28,01121
1737,47.01,55067
1738,67.23,48155
1739,60.91,19021
1740,57.79,19129
1741,58.45,48385
1742,60.88,19049
1743,103.64,48065
1744,45.67,29223
1745,63.1,17177
1746,59.63,26087
1747,56.12,22027
1748,52.33,72093
1749,52.88,26079
1750,52.33,72005
1751,42.41,22039
1752,55.25,47069
1753,56.74,35023
1754,9.0,38023
1755,44.2,28023
1756,60.72,19125
1757,58.0,51600
1758,69.78,40057
1759,64.33,48275
1760,51.1,05103
1761,62.72,39037
1762,37.21,46041
1763,47.4,41057
1764,59.44,13077
1765,55.9,28127
1766,52.83,28131
1767,55.47,47017
1768,57.38,18119
1769,56.2,29017
1770,50.89,54047
1771,66.82,31139
1772,63.65,13023
1773,65.47,13033
1774,60.42,17181
1775,64.63,17091
1776,53.86,38051
1777,57.53,31141
1778,48.83,37185
1779,52.31,72009
1780,54.43,13197
1781,62.99,46027
1782,58.21,13159
1783,46.18,29175
1784,61.21,20015
1785,63.37,48209
1786,65.58,48325
1787,55.76,45013
1788,65.38,46135
1789,61.08,45077
1790,51.1,18023
1791,63.44,17027
1792,30.12,16067
1793,58.25,42113
1794,56.77,28121
1795,58.35,48345
1796,62.58,48485
1797,56.08,26155
1798,55.01,20089
1799,55.3,20123
1800,49.17,12007
1801,51.22,28091
1802,54.81,28039
1803,59.73,18059
1804,49.83,51620
1805,55.94,48329
1806,40.64,20171
1807,51.0,51660
1808,60.37,17199
1809,52.32,72111
1810,64.55,20189
1811,52.72,54001
1812,45.48,47181
1813,43.69,31013
1814,66.96,42097
1815,49.01,51530
1816,60.95,31173
1817,52.06,50015
1818,49.67,51067
1819,53.31,40011
1820,57.2,18135
1821,66.87,49025
1822,52.32,72113
1823,57.99,55023
1824,52.2,01071
1825,58.69,19123
1826,56.58,20045
1827,52.25,21197
1828,68.58,38001
1829,36.45,37137
1830,56.92,21083
1831,59.46,26093
1832,63.81,40123
1833,44.79,48457
1834,50.47,47175
1835,66.98,40125
1836,55.84,35053
1837,43.2,13003
1838,41.49,48145
1839,54.59,05149
1840,31.59,20033
1841,52.38,21171
1842,65.87,46079
1843,58.61,48377
1844,69.1,48489
1845,52.31,72021
1846,59.65,35028
1847,52.24,02122
1848,56.78,19007
1849,52.28,78010
1850,49.48,51127
1851,54.22,13263
1852,47.1,36049
1853,53.89,54015
1854,59.61,18077
1855,46.99,51019
1856,44.57,35033
1857,59.98,31011
1858,50.29,29149
1859,49.95,47083
1860,47.81,51077
1861,64.62,27093
1862,57.7,39005
1863,64.52,31119
1864,40.72,08079
1865,65.88,13167
1866,52.45,05095
1867,54.19,29059
1868,35.59,20145
1869,50.79,12029
1870,91.78,02240
1871,53.95,20065
1872,49.63,22097
1873,48.84,47055
1874,66.05,05093
1875,52.34,72117
1876,47.21,20129
1877,54.62,21081
1878,50.37,21217
1879,52.9,54045
1880,50.27,54073
1881,55.81,54019
1882,43.91,31117
1883,44.63,31145
1884,56.75,31149
1885,51.04,47085
1886,33.64,17125
1887,39.17,48213
1888,59.61,47153
1889,54.27,48471
1890,62.3,26127
1891,50.84,27065
1892,37.31,06003
1893,56.42,01011
1894,42.97,17105
1895,41.35,39079
1896,52.31,72145
1897,76.46,48115
1898,53.25,36069
1899,75.02,02261
1900,50.11,01001
1901,61.73,20121
1902,58.99,13091
1903,54.77,36023
1904,34.81,13039
1905,58.49,18087
1906,55.9,48371
1907,63.63,13225
1908,56.4,13311
1909,63.3,13163
1910,66.17,55083
1911,50.28,48347
1912,53.5,55113
1913,27.37,48187
1914,36.85,53029
1915,56.76,54037
1916,51.63,54055
1917,52.42,31073
1918,46.08,28095
1919,58.41,51169
1920,45.97,48239
1921,62.87,13289
1922,53.65,01087
1923,56.5,17191
1924,63.49,48437
1925,47.33,29151
1926,57.94,45055
1927,50.66,37073
1928,56.23,08089
1929,70.69,38019
1930,56.81,40103
1931,53.03,20063
1932,55.17,01115
1933,49.83,28123
1934,50.55,18061
1935,62.25,13047
1936,40.37,22059
1937,49.32,23027
1938,54.71,12087
1939,46.31,39157
1940,56.0,39071
1941,55.18,27077
1942,57.41,16011
1943,52.34,72023
1944,52.3,72069
1945,52.3,72077
1946,27.09,46085
1947,60.31,55121
1948,86.4,48431
1949,51.68,48495
1950,71.9,49041
1951,46.03,01023
1952,53.06,31047
1953,51.18,17069
1954,48.25,31005
1955,58.59,48163
1956,60.16,20107
1957,47.85,32011
1958,36.3,31085
1959,52.95,08095
1960,54.75,05013
1961,52.54,28051
1962,46.37,28105
1963,52.29,72037
1964,52.31,72047
1965,61.6,22119
1966,58.37,26059
1967,55.07,21141
1968,58.41,37161
1969,54.23,46005
1970,61.34,01043
1971,55.08,31097
1972,20.75,37187
1973,32.34,46075
1974,55.85,37007
1975,38.0,02100
1976,66.86,31003
1977,28.03,29073
1978,57.97,21031
1979,52.27,78020
1980,60.88,13211
1981,60.74,05037
1982,53.75,05107
1983,73.9,06115
1984,48.55,08091
1985,62.89,35009
1986,70.13,40149
1987,51.6,37135
1988,60.59,18131
1989,50.1,51685
1990,58.24,24035
1991,55.84,20013
1992,56.27,13031
1993,50.4,21071
1994,53.12,30007
1995,47.6,13309
1996,26.41,37049
1997,51.57,29087
1998,83.02,48295
1999,66.22,38061
2000,48.43,30003
2001,43.64,31165
2002,52.73,28031
2003,52.33,72099
2004,49.15,21021
2005,54.17,21065
2006,77.73,48087
2007,49.66,48089
2008,40.91,17063
2009,64.3,27081
2010,53.44,13109
2011,61.33,48497
2012,52.58,02050
2013,51.12,13307
2014,61.97,13169
2015,54.98,55095
2016,70.78,55045
2017,52.32,72107
2018,48.35,51700
2019,37.57,08011
2020,70.29,40065
2021,86.39,48173
2022,59.3,05047
2023,49.38,40093
2024,72.92,38055
2025,41.57,41027
2026,35.79,19197
2027,52.16,48419
2028,27.35,29055
2029,49.01,51017
2030,65.89,27111
2031,51.71,22075
2032,46.06,28115
2033,52.44,22067
2034,51.67,01047
2035,52.65,48093
2036,52.3,72129
2037,52.31,72135
2038,56.8,28163
2039,62.79,29107
2040,52.97,37195
2041,49.83,39117
2042,50.05,30039
2043,67.99,38031
2044,60.39,05033
2045,62.44,48053
2046,112.69,48179
2047,53.35,17109
2048,84.37,48229
2049,42.54,31111
2050,52.57,48067
2051,52.85,47079
2052,56.0,51840
2053,49.67,37061
2054,52.3,72095
2055,62.98,55001
2056,57.15,29045
2057,42.53,22009
2058,60.97,28137
2059,52.42,29227
2060,54.06,31163
2061,54.8,46021
2062,57.16,46063
2063,50.4,26057
2064,57.4,19175
2065,56.88,17127
2066,47.88,31113
2067,54.1,31121
2068,48.32,31161
2069,58.89,21039
2070,67.06,13321
2071,53.2,18109
2072,42.84,13229
2073,45.19,60010
2074,57.63,18053
2075,52.54,28077
2076,44.02,22127
2077,63.76,17073
2078,34.21,41041
2079,58.45,13259
2080,116.56,05021
2081,70.66,05045
2082,61.11,40041
2083,59.33,19107
2084,55.73,17061
2085,56.33,13285
2086,50.73,47043
2087,66.98,46009
2088,58.29,47059
2089,29.64,51183
2090,71.15,38067
2091,44.09,46007
2092,43.31,22115
2093,58.71,24041
2094,54.99,13257
2095,51.49,05005
2096,47.91,28007
2097,60.84,19169
2098,59.23,20011
2099,47.69,51049
2100,55.81,45085
2101,52.17,02164
2102,53.45,54109
2103,70.88,48097
2104,57.35,45075
2105,60.41,27099
2106,62.05,27101
2107,37.5,29161
2108,46.09,28117
2109,57.41,21235
2110,67.26,18149
2111,62.73,48491
2112,52.3,72109
2113,40.48,19131
2114,63.31,13107
2115,43.82,22025
2116,59.59,42025
2117,61.05,31133
2118,54.81,47171
2119,44.2,54007
2120,56.92,48079
2121,55.5,29085
2122,57.06,29009
2123,54.63,05081
2124,52.32,72091
2125,45.88,28113
2126,51.49,47031
2127,57.4,21183
2128,61.32,13071
2129,70.39,27167
2130,49.41,51173
2131,63.98,35041
2132,52.45,51191
2133,58.29,40039
2134,48.58,39101
2135,50.5,17149
2136,28.73,17203
2137,46.87,01107
2138,58.33,40045
2139,56.63,17145
2140,55.41,19075
2141,59.67,34035
2142,56.82,17087
2143,50.78,08053
2144,56.63,16031
2145,68.92,27059
2146,56.9,28029
2147,49.1,48467
2148,50.71,51015
2149,52.09,02060
2150,67.37,49031
2151,55.62,21161
2152,57.15,27009
2153,85.67,48129
2154,45.6,01077
2155,57.49,18045
2156,51.33,17173
2157,48.09,17051
2158,33.24,39127
2159,36.12,51590
2160,58.6,13011
2161,44.75,13305
2162,63.1,40069
2163,41.54,49043
2164,54.46,29167
2165,52.07,32015
2166,53.99,19191
2167,57.47,21023
2168,52.89,55037
2169,54.05,54087
2170,60.56,27159
2171,55.95,24045
2172,55.43,37097
2173,45.65,51083
2174,44.85,37091
2175,52.04,36057
2176,60.61,27113
2177,46.11,41021
2178,48.22,05009
2179,68.78,48253
2180,52.27,48185
2181,44.19,22007
2182,45.16,28013
2183,54.14,28041
2184,54.62,30017
2185,61.57,46109
2186,66.59,17141
2187,75.01,38077
2188,60.6,55005
2189,51.01,55051
2190,63.02,27157
2191,61.19,40127
2192,52.01,26141
2193,53.56,36105
2194,61.84,37149
2195,54.77,37165
2196,58.52,37085
2197,56.53,37105
2198,64.5,18159
2199,60.92,20027
2200,61.15,40145
2201,54.29,05041
2202,52.29,72147
2203,49.0,47135
2204,40.24,51740
2205,49.77,54023
2206,52.93,51171
2207,81.45,48235
2208,54.47,29025
2209,52.21,18025
2210,52.13,29111
2211,46.49,31075
2212,52.3,72087
2213,61.44,16071
2214,63.12,17139
2215,54.12,21107
2216,63.64,16035
2217,45.17,60050
2218,52.33,72011
2219,72.47,04009
2220,62.03,05123
2221,52.15,13101
2222,52.14,02070
2223,55.79,20105
2224,53.64,20183
2225,54.04,12065
2226,52.31,72041
2227,49.67,28005
2228,52.26,05097
2229,60.03,26025
2230,53.38,01029
2231,67.73,40009
2232,86.64,06049
2233,54.56,13179
2234,67.99,48047
2235,64.29,27155
2236,51.86,17017
2237,59.62,42067
2238,48.52,42083
2239,63.49,40049
2240,58.16,31021
2241,54.31,36073
2242,52.77,22031
2243,56.21,13105
2244,60.14,01005
2245,48.93,37017
2246,71.74,48111
2247,64.51,40035
2248,48.99,47035
2249,52.48,26137
2250,59.84,19161
2251,76.88,49015
2252,55.6,53019
2253,60.61,30109
2254,72.67,35027
2255,54.99,40021
2256,62.03,27173
2257,86.74,48335
2258,42.76,48499
2259,57.11,37039
2260,58.88,26107
2261,52.28,12067
2262,52.34,21025
2263,70.95,48075
2264,60.34,29181
2265,63.52,48243
2266,49.0,51678
2267,56.44,05135
2268,33.3,37177
2269,60.99,27131
2270,38.37,29219
2271,41.49,46121
2272,58.04,19127
2273,65.72,40141
2274,52.63,54063
2275,51.72,18155
2276,68.85,21105
2277,51.99,01061
2278,66.45,19055
2279,62.79,20127
2280,56.07,19051
2281,45.15,37143
2282,49.03,12075
2283,52.3,72063
2284,52.32,72065
2285,59.32,13315
2286,56.32,22081
2287,51.24,13281
2288,51.04,28129
2289,51.68,16075
2290,32.36,37095
2291,39.23,19067
2292,45.79,21225
2293,61.66,46125
2294,62.6,47029
2295,56.02,47067
2296,50.3,47071
2297,52.12,45067
2298,52.31,72057
2299,45.14,22117
2300,168.61,29207
2301,60.5,13093
2302,54.38,31155
2303,68.45,27141
2304,63.96,46035
2305,67.84,48337
2306,55.38,48049
2307,68.98,55115
2308,57.56,19009
2309,64.18,48207
2310,66.69,40083
2311,40.88,08065
2312,51.49,54017
2313,50.7,54105
2314,47.78,33003
2315,55.99,54095
2316,48.29,69085
2317,63.86,27079
2318,37.77,53017
2319,58.22,36009
2320,65.54,19105
2321,45.39,20007
2322,45.13,29169
2323,52.84,01045
2324,32.41,20109
2325,51.51,29075
2326,52.05,31009
2327,71.82,49009
2328,63.33,37071
2329,60.11,35019
2330,47.09,30037
2331,51.74,29001
2332,57.87,39043
2333,59.53,17183
2334,69.3,17007
2335,79.98,48151
2336,50.96,22085
2337,53.29,17137
2338,63.74,13235
2339,46.34,37015
2340,56.01,37167
2341,48.62,47143
2342,50.1,37079
2343,53.19,21131
2344,60.17,24039
2345,35.49,17123
2346,50.04,21143
2347,67.71,48095
2348,84.48,48081
2349,49.04,47133
2350,51.21,26069
2351,45.46,13299
2352,73.42,38037
2353,45.7,19083
2354,60.93,22023
2355,47.41,27137
2356,52.31,72143
2357,60.64,19015
2358,62.93,31051
2359,53.84,51001
2360,69.45,55015
2361,61.39,21121
2362,58.29,26067
2363,70.96,47131
2364,50.88,21035
2365,58.17,47147
2366,54.88,51043
2367,54.75,21109
2368,51.65,45073
2369,56.55,28021
2370,51.46,24037
2371,33.39,30009
2372,60.19,31167
2373,43.96,13001
2374,60.66,19099
2375,49.95,28153
2376,66.27,48101
2377,41.95,51081
2378,55.5,48503
2379,48.51,01123
2380,43.33,08105
2381,62.27,19149
2382,54.57,36123
2383,52.49,29229
2384,37.49,30101
2385,55.04,36107
2386,46.62,48287
2387,48.96,48073
2388,45.91,29007
2389,53.82,45029
2390,74.38,05055
2391,70.95,48191
2392,53.39,55013
2393,65.44,35057
2394,31.77,53049
2395,47.59,37141
2396,29.2,46117
2397,57.57,21007
2398,61.11,48009
2399,63.34,48023
2400,50.02,48405
2401,45.52,32029
2402,49.34,13249
2403,38.49,48313
2404,45.54,28159
2405,55.05,21103
2406,48.73,21167
2407,61.65,31183
2408,47.55,21135
2409,65.41,27051
2410,54.88,28053
2411,50.79,01025
2412,61.86,20017
2413,52.18,01069
2414,57.99,46003
2415,53.69,02013
2416,53.94,31061
2417,59.78,20037
2418,62.36,27023
2419,56.0,45049
2420,48.81,16043
2421,55.79,13029
2422,44.53,51053
2423,61.76,46083
2424,66.49,55017
2425,59.3,20207
2426,52.04,21157
2427,51.32,13065
2428,26.03,15005
2429,58.81,13287
2430,43.82,17079
2431,32.65,48331
2432,53.43,21099
2433,53.36,21137
2434,45.0,30005
2435,68.12,48389
2436,47.05,51155
2437,53.13,17013
2438,57.26,18085
2439,46.64,28103
2440,56.15,05147
2441,40.49,30045
2442,51.76,30077
2443,35.47,41053
2444,50.91,46105
2445,55.93,19173
2446,54.16,01129
2447,56.38,39039
2448,50.18,17121
2449,50.74,51051
2450,49.27,51007
2451,60.04,13243
2452,52.31,72137
2453,61.38,17187
2454,7.7,48063
2455,63.29,40067
2456,46.01,54085
2457,56.95,19145
2458,54.04,20087
2459,49.54,22045
2460,53.67,02158
2461,47.07,37133
2462,51.65,27043
2463,58.46,47057
2464,62.73,42087
2465,56.0,01041
2466,73.45,48399
2467,58.53,48443
2468,32.09,20153
2469,32.01,20193
2470,43.12,13161
2471,61.7,19035
2472,59.95,05145
2473,52.52,28083
2474,47.18,29053
2475,55.3,26043
2476,62.29,48117
2477,54.89,28027
2478,58.28,19057
2479,59.75,20143
2480,52.32,72141
2481,56.26,47011
2482,58.28,48315
2483,54.26,36095
2484,58.45,40117
2485,53.11,36007
2486,58.93,48291
2487,49.12,54083
2488,48.5,55031
2489,58.2,48241
2490,63.12,49001
2491,56.39,18075
2492,63.59,26117
2493,53.7,36083
2494,63.15,35031
2495,44.55,13017
2496,59.62,05077
2497,54.45,13173
2498,58.66,20159
2499,53.5,01015
2500,51.37,21057
2501,49.66,28107
2502,122.78,48195
2503,58.76,48071
2504,60.05,13239
2505,58.04,48199
2506,55.76,39143
2507,48.11,23021
2508,61.34,17153
2509,56.03,40107
2510,50.85,26145
2511,48.32,50005
2512,50.9,51023
2513,54.56,45001
2514,58.39,31053
2515,70.61,55077
2516,75.34,16061
2517,52.32,72013
2518,54.93,51720
2519,53.69,29211
2520,52.65,20135
2521,51.29,51790
2522,35.1,31029
2523,59.28,48447
2524,61.85,13221
2525,63.99,05029
2526,50.75,29147
2527,74.98,38073
2528,48.97,27115
2529,61.68,48021
2530,59.58,53039
2531,36.47,53055
2532,59.27,20205
2533,43.88,22069
2534,44.71,13155
2535,54.96,02185
2536,48.55,26011
2537,53.22,20141
2538,52.37,26047
2539,52.86,19071
2540,47.59,23015
2541,53.29,36099
2542,56.62,21125
2543,46.38,47121
2544,52.36,29213
2545,55.11,13269
2546,47.62,51830
2547,84.86,48415
2548,49.62,54071
2549,51.13,51139
2550,53.41,40079
2551,52.34,54089
2552,51.5,29115
2553,51.15,13209
2554,34.98,41055
2555,61.64,13133
2556,28.93,46017
2557,40.4,46095
2558,23.01,48293
2559,52.32,72149
2560,65.64,30067
2561,61.35,45021
2562,11.55,48387
2563,50.0,48321
2564,64.08,27149
2565,56.59,13301
2566,68.65,48197
2567,62.34,13165
2568,50.57,21085
2569,51.19,48363
2570,58.49,13149
2571,59.0,01079
2572,52.31,72061
2573,60.39,28093
2574,27.21,20025
2575,33.99,20081
2576,56.96,22013
2577,63.41,19095
2578,54.02,31019
2579,59.39,40007
2580,48.63,19023
2581,48.67,30085
2582,52.32,72017
2583,35.34,48297
2584,47.09,29135
2585,52.14,51193
2586,57.46,37197
2587,51.61,37023
2588,51.93,37191
2589,50.03,05061
2590,57.18,37059
2591,52.4,37111
2592,45.68,05099
2593,38.37,08125
2594,105.75,48421
2595,57.58,48463
2596,59.77,39011
2597,60.99,19063
2598,59.87,20169
2599,49.38,21153
2600,56.62,48017
2601,60.36,42093
2602,52.28,12121
2603,52.06,26031
2604,49.02,26051
2605,55.23,21173
2606,60.51,45057
2607,58.17,21123
2608,51.97,12123
2609,87.99,17003
2610,52.2,12125
2611,57.66,36037
2612,60.97,19041
2613,61.81,30025
2614,27.61,46107
2615,88.04,48109
2616,59.19,20095
2617,46.54,13241
2618,52.94,54097
2619,42.76,29215
2620,56.46,19047
2621,52.31,72035
2622,52.31,72015
2623,52.33,72125
2624,70.27,38095
2625,42.6,12019
2626,71.51,32017
2627,54.19,02180
2628,49.07,30055
2629,61.5,19019
2630,49.13,46047
2631,66.07,27069
2632,61.99,13219
2633,55.22,31059
2634,54.02,12079
2635,52.3,72031
2636,56.12,18153
2637,54.95,13027
2638,47.81,02016
2639,52.35,02150
2640,46.1,20185
2641,43.71,13271
2642,53.98,18181
2643,59.0,18113
2644,61.72,13201
2645,55.78,47103
2646,55.31,21211
2647,53.5,31185
2648,56.41,45005
2649,62.99,18021
2650,48.95,29141
2651,54.55,39075
2652,61.83,19143
2653,59.24,18079
2654,61.54,17165
2655,52.0,45061
2656,51.31,26055
2657,48.0,22003
2658,27.18,46069
2659,51.61,45027
2660,38.9,30095
2661,56.46,47007
2662,57.15,21219
2663,61.27,47183
2664,49.46,31159
2665,56.77,36015
2666,60.93,36121
2667,52.49,21027
2668,45.04,28043
2669,52.24,50013
2670,52.78,51125
2671,66.98,05053
2672,64.2,13175
2673,62.5,05007
2674,52.33,72071
2675,47.38,51135
2676,53.95,36021
2677,53.84,51690
2678,44.9,40023
2679,61.06,20041
2680,70.72,48427
2681,55.94,13103
2682,60.48,40129
2683,57.64,55103
2684,47.55,01075
2685,52.32,72054
2686,54.17,47117
2687,48.92,51011
2688,56.35,05087
2689,52.77,26039
2690,45.56,39019
2691,54.32,51065
2692,61.91,13195
2693,48.69,05039
2694,56.5,08057
2695,38.11,08063
2696,65.43,16073
2697,48.42,55141
2698,53.2,47091
2699,53.98,51195
2700,41.21,29035
2701,56.9,40013
2702,54.06,31035
2703,59.24,19073
2704,49.24,21205
2705,67.66,49055
2706,55.79,29031
2707,151.01,29133
2708,56.07,05025
2709,52.33,72079
2710,60.83,18033
2711,49.76,22091
2712,55.49,29197
2713,50.26,01059
2714,55.21,21041
2715,59.35,48267
2716,51.92,26097
2717,59.14,48307
2718,46.99,28141
2719,67.23,48105
2720,55.8,48217
2721,78.4,08075
2722,33.22,20055
2723,62.17,20125
2724,58.86,45039
2725,51.13,31033
2726,60.75,27091
2727,49.46,47139
2728,68.63,48263
2729,47.99,30099
2730,49.6,31069
2731,49.34,39141
2732,60.91,17195
2733,70.91,48301
2734,62.69,40077
2735,48.09,29091
2736,28.35,20047
2737,35.18,17107
2738,70.86,55139
2739,126.78,21075
2740,60.98,20079
2741,49.31,30021
2742,54.06,54091
2743,48.83,26111
2744,52.83,28119
2745,61.22,17081
2746,61.76,46057
2747,36.97,55069
2748,60.53,36033
2749,48.04,51630
2750,54.85,54081
2751,86.25,35005
2752,47.15,37053
2753,29.74,17101
2754,41.88,18125
2755,54.64,26045
2756,56.42,19179
2757,47.72,28157
2758,57.45,02282
2759,52.51,20179
2760,48.64,28079
2761,52.3,72025
2762,52.33,72027
2763,46.24,28025
2764,51.19,28037
2765,44.56,28099
2766,42.9,46045
2767,52.3,72119
2768,51.45,01035
2769,54.65,18029
2770,55.73,18071
2771,44.83,22125
2772,49.73,12063
2773,55.94,48125
2774,47.96,51115
2775,66.99,38075
2776,63.46,48283
2777,57.82,19087
2778,53.46,31083
2779,52.32,72075
2780,62.55,55091
2781,46.49,29121
2782,51.07,48279
2783,27.98,20097
2784,55.82,48015
2785,53.72,29061
2786,51.71,13253
2787,62.07,19119
2788,107.14,40139
2789,57.71,40153
2790,56.92,19003
2791,56.04,42105
2792,58.14,48465
2793,55.22,20077
2794,59.2,19133
2795,84.08,49023
2796,61.98,40137
2797,51.78,36017
2798,59.43,19091
2799,61.82,55049
2800,56.65,27097
2801,45.12,29205
2802,62.62,20201
2803,48.83,16087
2804,52.4,17045
2805,98.06,08121
2806,21.28,39065
2807,62.3,38093
2808,38.16,29203
2809,63.66,40091
2810,62.59,48171
2811,70.56,38033
2812,48.7,56027
2813,64.15,27117
2814,52.22,51099
2815,63.96,27129
2816,44.65,31091
2817,34.09,46059
2818,61.33,13237
2819,20.67,51640
2820,63.52,35037
2821,64.64,48269
2822,57.12,05073
2823,80.1,48451
2824,51.84,12049
2825,61.11,48501
2826,51.04,41071
2827,58.39,19115
2828,61.74,20049
2829,57.72,39137
2830,49.34,48425
2831,51.01,30035
2832,60.7,32027
2833,65.91,27087
2834,62.58,30047
2835,65.72,48261
2836,86.09,48033
2837,59.16,48411
2838,41.1,40073
2839,47.51,48051
2840,49.55,36035
2841,54.94,28133
2842,25.58,48025
2843,54.76,47077
2844,58.34,19171
2845,45.84,20175
2846,58.47,19135
2847,52.46,31147
2848,60.57,17021
2849,51.49,12133
2850,68.61,13007
2851,55.96,13275
2852,49.85,21005
2853,55.28,13057
2854,52.24,26133
2855,54.39,47109
2856,55.94,29057
2857,48.59,22101
2858,52.31,72045
2859,24.29,18101
2860,55.29,21203
2861,55.29,21223
2862,52.14,45033
2863,48.52,37103
2864,55.97,29199
2865,59.74,20131
2866,53.22,20137
2867,52.31,72007
2868,52.31,72033
2869,51.89,31065
2870,54.3,13087
2871,61.71,18177
2872,52.35,21009
2873,54.01,31093
2874,50.61,47049
2875,61.21,20031
2876,60.01,26023
2877,50.26,51031
2878,40.93,39105
2879,48.03,54067
2880,25.07,40053
2881,45.2,46115
2882,56.63,50027
2883,43.32,48455
2884,68.58,13205
2885,55.87,21147
2886,60.32,21191
2887,54.91,21215
2888,41.8,30041
2889,54.67,31175
